3.000000e-03 2.221000e+18
6.200000e-03 1.183000e+17
9.400000e-03 5.101860e+17
1.260000e-02 7.615800e+16
1.590000e-02 6.242800e+16
1.910000e-02 5.346200e+16
2.220000e-02 4.685800e+16
2.540000e-02 4.198800e+16
2.860000e-02 3.687800e+16
3.180000e-02 3.201000e+16
3.490000e-02 2.800800e+16
3.810000e-02 2.444000e+16
4.130000e-02 2.347600e+16
4.450000e-02 2.304200e+16
4.760000e-02 2.125800e+16
5.080000e-02 1.966800e+16
5.400000e-02 1.913800e+16
5.720000e-02 1.697000e+16
6.030000e-02 1.557200e+16
6.350000e-02 1.436600e+16
6.670000e-02 1.320800e+16
6.990000e-02 1.132840e+16
7.300000e-02 1.017080e+16
7.620000e-02 8.290600e+15
7.940000e-02 7.327400e+15
8.260000e-02 6.700800e+15
8.570000e-02 6.122400e+15
8.890000e-02 4.965400e+15
9.210000e-02 4.145800e+15
9.530000e-02 3.663600e+15
9.840000e-02 2.795800e+15
1.016000e-01 2.265400e+15
1.048000e-01 2.602800e+15
1.080000e-01 2.361800e+15
1.111000e-01 1.928020e+15
1.143000e-01 1.879820e+15
1.176000e-01 1.687040e+15
1.208000e-01 1.301440e+15
1.240000e-01 1.108660e+15
1.272000e-01 1.156840e+15
1.303000e-01 1.012260e+15
1.335000e-01 1.108640e+15
1.367000e-01 9.158600e+14
1.399000e-01 1.012260e+15
1.431000e-01 1.060460e+15
1.462000e-01 1.012260e+15
1.494000e-01 8.676800e+14
1.526000e-01 7.712600e+14
1.558000e-01 8.194400e+14
1.589000e-01 7.230600e+14
1.621000e-01 7.230600e+14
1.653000e-01 8.194400e+14
1.685000e-01 9.158600e+14
1.716000e-01 9.158600e+14
1.748000e-01 9.158600e+14
1.780000e-01 8.676600e+14
1.812000e-01 7.712800e+14
1.843000e-01 8.676800e+14
1.875000e-01 7.713000e+14
1.907000e-01 6.266800e+14
1.939000e-01 6.266800e+14
1.970000e-01 6.266800e+14
2.002000e-01 6.266800e+14
2.034000e-01 5.784800e+14
2.066000e-01 7.231000e+14
2.097000e-01 7.231000e+14
2.129000e-01 7.713000e+14
2.161000e-01 7.713000e+14
2.194000e-01 9.158800e+14
2.226000e-01 8.676800e+14
2.258000e-01 9.640800e+14
2.292000e-01 8.194600e+14
2.329000e-01 8.194600e+14
2.367000e-01 6.266600e+14
2.401000e-01 6.748600e+14
2.439000e-01 5.302400e+14
2.477000e-01 6.266600e+14
2.512000e-01 5.784600e+14
2.550000e-01 7.230800e+14
2.587000e-01 5.784600e+14
2.622000e-01 7.230800e+14
2.660000e-01 6.748800e+14
2.696000e-01 6.748800e+14
2.732000e-01 5.784800e+14
2.770000e-01 5.784800e+14
2.810000e-01 4.338600e+14
2.844000e-01 6.748400e+14
2.882000e-01 6.266400e+14
2.920000e-01 7.712200e+14
2.958000e-01 8.676400e+14
2.997000e-01 9.158600e+14
3.033000e-01 7.230800e+14
3.070000e-01 7.230800e+14
3.104000e-01 6.749000e+14
3.141000e-01 7.231000e+14
3.179000e-01 7.713000e+14
3.218000e-01 7.231000e+14
3.256000e-01 7.231000e+14
3.290000e-01 6.749000e+14
3.328000e-01 5.785000e+14
3.366000e-01 5.785000e+14
3.404000e-01 5.785000e+14
3.442000e-01 6.749000e+14
3.480000e-01 6.749000e+14
3.519000e-01 6.749000e+14
3.557000e-01 5.302800e+14
3.594000e-01 6.748600e+14
3.634000e-01 6.748600e+14
3.672000e-01 6.266600e+14
3.709000e-01 5.784400e+14
3.747000e-01 7.230600e+14
3.785000e-01 5.302600e+14
3.823000e-01 3.856400e+14
3.862000e-01 3.856400e+14
3.900000e-01 4.820600e+14
3.938000e-01 4.338600e+14
3.976000e-01 6.266600e+14
4.015000e-01 5.784600e+14
4.053000e-01 5.784600e+14
4.090000e-01 4.338400e+14
4.130000e-01 3.856200e+14
4.165000e-01 4.820200e+14
4.202000e-01 5.302200e+14
4.240000e-01 6.266200e+14
4.275000e-01 7.230400e+14
4.313000e-01 7.712600e+14
4.347000e-01 6.748600e+14
4.385000e-01 7.230800e+14
4.422000e-01 5.784600e+14
4.459000e-01 5.302400e+14
4.497000e-01 4.820200e+14
4.530000e-01 4.820200e+14
4.570000e-01 4.338000e+14
4.605000e-01 5.784200e+14
4.642000e-01 7.712200e+14
4.680000e-01 8.194400e+14
4.715000e-01 7.230600e+14
4.753000e-01 8.194800e+14
4.788000e-01 6.748600e+14
4.824000e-01 5.784800e+14
4.857000e-01 5.302600e+14
4.890000e-01 4.338400e+14
4.925000e-01 3.856400e+14
4.961000e-01 4.338600e+14
4.996000e-01 2.892400e+14
5.033000e-01 3.374600e+14
5.066000e-01 2.892600e+14
5.104000e-01 2.892600e+14
5.140000e-01 3.374600e+14
5.176000e-01 4.820800e+14
5.211000e-01 3.856600e+14
5.246000e-01 5.302800e+14
5.281000e-01 4.338600e+14
5.320000e-01 3.374400e+14
5.355000e-01 4.338200e+14
5.394000e-01 5.302400e+14
5.430000e-01 4.338200e+14
5.462000e-01 4.338200e+14
5.494000e-01 3.856200e+14
5.525000e-01 3.374400e+14
5.557000e-01 4.338400e+14
5.589000e-01 4.338400e+14
5.621000e-01 4.820400e+14
5.653000e-01 6.266600e+14
5.684000e-01 4.338400e+14
5.716000e-01 4.338400e+14
5.748000e-01 4.338400e+14
5.780000e-01 5.302600e+14
5.811000e-01 4.338400e+14
5.843000e-01 4.820400e+14
5.875000e-01 3.374200e+14
5.907000e-01 3.856400e+14
5.938000e-01 3.856400e+14
5.970000e-01 3.374400e+14
6.003000e-01 4.338600e+14
6.035000e-01 4.820800e+14
6.067000e-01 4.820800e+14
6.099000e-01 4.338800e+14
6.130000e-01 6.748800e+14
6.162000e-01 6.748800e+14
6.194000e-01 6.748800e+14
6.226000e-01 5.784600e+14
6.257000e-01 6.266600e+14
6.289000e-01 4.338600e+14
6.321000e-01 4.338600e+14
6.353000e-01 3.856400e+14
6.384000e-01 4.338400e+14
6.416000e-01 4.338400e+14
6.448000e-01 7.230400e+14
6.480000e-01 6.748400e+14
6.511000e-01 7.230600e+14
6.543000e-01 7.230600e+14
6.575000e-01 9.640400e+14
6.607000e-01 7.230600e+14
6.638000e-01 6.748400e+14
6.670000e-01 6.266200e+14
6.702000e-01 6.748400e+14
6.734000e-01 5.302400e+14
6.765000e-01 6.748200e+14
6.797000e-01 7.230400e+14
6.829000e-01 8.676600e+14
6.861000e-01 8.194400e+14
6.892000e-01 8.194400e+14
6.924000e-01 6.266400e+14
6.956000e-01 5.784200e+14
6.988000e-01 4.820200e+14
7.021000e-01 4.820200e+14
7.053000e-01 2.892200e+14
7.085000e-01 2.410200e+14
7.116000e-01 1.928200e+14
7.148000e-01 2.892200e+14
7.180000e-01 3.374400e+14
7.212000e-01 4.820600e+14
7.243000e-01 5.302600e+14
7.275000e-01 6.266800e+14
7.307000e-01 6.266800e+14
7.340000e-01 6.748800e+14
7.375000e-01 6.266800e+14
7.413000e-01 8.194800e+14
7.450000e-01 8.194800e+14
7.488000e-01 8.194800e+14
7.526000e-01 7.230600e+14
7.561000e-01 7.230600e+14
7.599000e-01 4.820600e+14
7.636000e-01 6.266400e+14
7.671000e-01 5.302400e+14
7.711000e-01 6.266600e+14
